userId,movieId,rating,timestamp,title,genres
1,2797,4.0,964981710,Big (1988),Comedy|Drama|Fantasy|Romance
1,2858,5.0,964980868,American Beauty (1999),Drama|Romance
1,2916,4.0,964982290,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1,2947,5.0,964982176,Goldfinger (1964),Action|Adventure|Thriller
1,2959,5.0,964983282,Fight Club (1999),Action|Crime|Drama|Thriller
1,2985,4.0,964983034,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1,2987,5.0,964982495,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1,2997,4.0,964980896,Being John Malkovich (1999),Comedy|Drama|Fantasy
1,3033,5.0,964983762,Spaceballs (1987),Comedy|Sci-Fi
1,3052,5.0,964981208,Dogma (1999),Adventure|Comedy|Fantasy
1,3147,5.0,964983873,"Green Mile, The (1999)",Crime|Drama
1,3253,5.0,964981107,Wayne's World (1992),Comedy
1,3489,4.0,964981775,Hook (1991),Adventure|Comedy|Fantasy
1,3527,4.0,964982271,Predator (1987),Action|Sci-Fi|Thriller
1,3578,5.0,964980668,Gladiator (2000),Action|Adventure|Drama
1,3671,5.0,964981589,Blazing Saddles (1974),Comedy|Western
1,3793,5.0,964981855,X-Men (2000),Action|Adventure|Sci-Fi
2,318,3.0,1445714835,"Shawshank Redemption, The (1994)",Crime|Drama
2,1704,4.5,1445715228,Good Will Hunting (1997),Drama|Romance
2,3578,4.0,1445714885,Gladiator (2000),Action|Adventure|Drama
2,6874,4.0,1445714952,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
2,48516,4.0,1445715064,"Departed, The (2006)",Crime|Drama|Thriller
2,58559,4.5,1445715141,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
2,68157,4.5,1445715154,Inglourious Basterds (2009),Action|Drama|War
2,71535,3.0,1445714974,Zombieland (2009),Action|Comedy|Horror
2,74458,4.0,1445714926,Shutter Island (2010),Drama|Mystery|Thriller
2,79132,4.0,1445714841,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2,91529,3.5,1445714891,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
2,99114,3.5,1445714874,Django Unchained (2012),Action|Drama|Western
2,106782,5.0,1445714966,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
2,109487,3.0,1445715145,Interstellar (2014),Sci-Fi|IMAX
3,527,0.5,1306464275,Schindler's List (1993),Drama|War
3,1302,0.5,1306464189,Field of Dreams (1989),Children|Drama|Fantasy
3,2080,0.5,1306463572,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
3,3949,0.5,1306464245,Requiem for a Dream (2000),Drama
4,21,3.0,986935199,Get Shorty (1995),Comedy|Crime|Thriller
4,32,2.0,945173447,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
4,47,2.0,945173425,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
4,235,2.0,945173513,Ed Wood (1994),Comedy|Drama
4,260,5.0,945079259,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
4,296,1.0,945173350,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
4,357,3.0,964623306,Four Weddings and a Funeral (1994),Comedy|Romance
4,368,4.0,945078690,Maverick (1994),Adventure|Comedy|Western
4,457,5.0,945079259,"Fugitive, The (1993)",Thriller
4,509,1.0,945079106,"Piano, The (1993)",Drama|Romance
4,539,1.0,964538832,Sleepless in Seattle (1993),Comedy|Drama|Romance
4,553,2.0,945079301,Tombstone (1993),Action|Drama|Western
4,588,4.0,945079670,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
4,593,5.0,964539986,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
4,595,3.0,986848609,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
4,608,5.0,964540008,Fargo (1996),Comedy|Crime|Drama|Thriller
4,648,3.0,945079906,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
4,708,4.0,986935230,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
4,904,4.0,945079837,Rear Window (1954),Mystery|Thriller
4,908,5.0,945173902,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
4,912,5.0,945173902,Casablanca (1942),Drama|Romance
4,919,5.0,945079521,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
4,1073,4.0,945079483,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
4,1079,2.0,945078946,"Fish Called Wanda, A (1988)",Comedy|Crime
4,1080,5.0,986934696,Monty Python's Life of Brian (1979),Comedy
4,1136,5.0,986934625,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
4,1196,5.0,964538763,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
4,1197,5.0,964538763,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
4,1198,3.0,964538728,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
4,1199,2.0,945078967,Brazil (1985),Fantasy|Sci-Fi
4,1203,5.0,945174025,12 Angry Men (1957),Drama
4,1213,4.0,945079729,Goodfellas (1990),Crime|Drama
4,1219,4.0,964539961,Psycho (1960),Crime|Horror
4,1225,4.0,964539326,Amadeus (1984),Drama
4,1259,4.0,964538728,Stand by Me (1986),Adventure|Drama
4,1265,4.0,964622684,Groundhog Day (1993),Comedy|Fantasy|Romance
4,1282,5.0,945079653,Fantasia (1940),Animation|Children|Fantasy|Musical
4,1288,4.0,945079653,This Is Spinal Tap (1984),Comedy
4,1291,4.0,964538763,Indiana Jones and the Last Crusade (1989),Action|Adventure
4,1304,3.0,945078467,Butch Cassidy and the Sundance Kid (1969),Action|Western
4,1391,1.0,945173766,Mars Attacks! (1996),Action|Comedy|Sci-Fi
4,1466,4.0,945173492,Donnie Brasco (1997),Crime|Drama
4,1500,4.0,964622830,Grosse Pointe Blank (1997),Comedy|Crime|Romance
4,1517,4.0,945079790,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
4,1580,3.0,986935244,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
4,1617,2.0,945079837,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
4,1641,4.0,964622758,"Full Monty, The (1997)",Comedy|Drama
4,1704,1.0,945629015,Good Will Hunting (1997),Drama|Romance
4,1732,4.0,945079889,"Big Lebowski, The (1998)",Comedy|Crime
4,1923,3.0,986934870,There's Something About Mary (1998),Comedy|Romance
4,1968,4.0,986934786,"Breakfast Club, The (1985)",Comedy|Drama
4,2078,5.0,945079521,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
4,2174,5.0,964539855,Beetlejuice (1988),Comedy|Fantasy
4,2324,1.0,964622590,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
4,2395,3.0,964623306,Rushmore (1998),Comedy|Drama
4,2406,4.0,986935302,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
4,2571,1.0,945173385,"Matrix, The (1999)",Action|Sci-Fi|Thriller
4,2599,5.0,964622684,Election (1999),Comedy
4,2628,1.0,986848894,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
4,2683,4.0,945079790,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
4,2692,5.0,945079013,Run Lola Run (Lola rennt) (1998),Action|Crime
4,2712,2.0,945078542,Eyes Wide Shut (1999),Drama|Mystery|Thriller
4,2762,4.0,964539986,"Sixth Sense, The (1999)",Drama|Horror|Mystery
4,2791,5.0,964539628,Airplane! (1980),Comedy
4,2858,5.0,964539140,American Beauty (1999),Drama|Romance
4,2959,2.0,945078528,Fight Club (1999),Action|Crime|Drama|Thriller
4,2997,4.0,986848610,Being John Malkovich (1999),Comedy|Drama|Fantasy
4,3033,4.0,986936200,Spaceballs (1987),Comedy|Sci-Fi
4,3160,4.0,964539121,Magnolia (1999),Drama
4,3175,1.0,964538930,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
4,3408,4.0,986849238,Erin Brockovich (2000),Drama
4,3481,2.0,964538243,High Fidelity (2000),Comedy|Drama|Romance
4,3489,1.0,986848908,Hook (1991),Adventure|Comedy|Fantasy
4,3897,4.0,986934465,Almost Famous (2000),Drama
4,3911,3.0,986849149,Best in Show (2000),Comedy
4,3996,4.0,986849130,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
4,4027,3.0,986849201,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4,4034,5.0,986848753,Traffic (2000),Crime|Drama|Thriller
4,4226,2.0,1007569424,Memento (2000),Mystery|Thriller
4,4239,5.0,986848685,Blow (2001),Crime|Drama
4,4246,4.0,1007574542,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4,4308,1.0,1007569465,Moulin Rouge (2001),Drama|Musical|Romance
4,4896,4.0,1007574532,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
5,1,4.0,847434962,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
5,21,4.0,847435238,Get Shorty (1995),Comedy|Crime|Thriller
5,34,4.0,847434881,Babe (1995),Children|Drama
5,36,4.0,847435292,Dead Man Walking (1995),Crime|Drama
5,39,3.0,847434961,Clueless (1995),Comedy|Romance
5,50,4.0,847434881,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
5,110,4.0,847434880,Braveheart (1995),Action|Drama|War
5,150,3.0,847434748,Apollo 13 (1995),Adventure|Drama|IMAX
5,153,3.0,847434802,Batman Forever (1995),Action|Adventure|Comedy|Crime
5,253,3.0,847435292,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
5,266,1.0,847435311,Legends of the Fall (1994),Drama|Romance|War|Western
5,296,5.0,847434748,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
5,300,3.0,847435337,Quiz Show (1994),Drama
5,316,2.0,847434832,Stargate (1994),Action|Adventure|Sci-Fi
5,318,3.0,847434880,"Shawshank Redemption, The (1994)",Crime|Drama
5,344,3.0,847434802,Ace Ventura: Pet Detective (1994),Comedy
5,349,3.0,847434832,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
5,357,2.0,847435238,Four Weddings and a Funeral (1994),Comedy|Romance
5,364,3.0,847434882,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
5,367,4.0,847435129,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
5,380,2.0,847434748,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
5,410,3.0,847435292,Addams Family Values (1993),Children|Comedy|Fantasy
5,457,4.0,847434801,"Fugitive, The (1993)",Thriller
5,474,4.0,847435337,In the Line of Fire (1993),Action|Thriller
5,527,5.0,847434960,Schindler's List (1993),Drama|War
5,588,4.0,847434801,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
5,589,3.0,847435258,Terminator 2: Judgment Day (1991),Action|Sci-Fi
5,590,5.0,847434747,Dances with Wolves (1990),Adventure|Drama|Western
5,592,3.0,847434747,Batman (1989),Action|Crime|Thriller
5,594,5.0,847435238,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
5,595,5.0,847434832,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
5,596,5.0,847435292,Pinocchio (1940),Animation|Children|Fantasy|Musical
5,597,3.0,847434962,Pretty Woman (1990),Comedy|Romance
5,608,3.0,847435258,Fargo (1996),Comedy|Crime|Drama|Thriller
6,2,4.0,845553522,Jumanji (1995),Adventure|Children|Fantasy
6,3,5.0,845554296,Grumpier Old Men (1995),Comedy|Romance
6,6,4.0,845553757,Heat (1995),Action|Crime|Thriller
6,7,4.0,845554264,Sabrina (1995),Comedy|Romance
6,10,3.0,845553253,GoldenEye (1995),Action|Adventure|Thriller
6,11,4.0,845553489,"American President, The (1995)",Comedy|Drama|Romance
6,16,4.0,845553819,Casino (1995),Crime|Drama
6,17,4.0,845553559,Sense and Sensibility (1995),Drama|Romance
6,19,2.0,845553382,Ace Ventura: When Nature Calls (1995),Comedy
6,21,2.0,845553382,Get Shorty (1995),Comedy|Crime|Thriller
6,25,3.0,845553695,Leaving Las Vegas (1995),Drama|Romance
6,32,4.0,845553426,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
6,34,4.0,845553354,Babe (1995),Children|Drama
6,36,5.0,845553726,Dead Man Walking (1995),Crime|Drama
6,47,4.0,845553317,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
6,50,1.0,845553381,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
6,62,4.0,845553660,Mr. Holland's Opus (1995),Drama
6,95,4.0,845553559,Broken Arrow (1996),Action|Adventure|Thriller
6,104,4.0,845554349,Happy Gilmore (1996),Comedy
6,110,5.0,845553283,Braveheart (1995),Action|Drama|War
6,141,4.0,845553586,"Birdcage, The (1996)",Comedy
6,145,4.0,845553966,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
6,150,4.0,845553110,Apollo 13 (1995),Adventure|Drama|IMAX
6,153,3.0,845553146,Batman Forever (1995),Action|Adventure|Comedy|Crime
6,158,4.0,845553660,Casper (1995),Adventure|Children
6,160,5.0,845553457,Congo (1995),Action|Adventure|Mystery|Sci-Fi
6,161,3.0,845553253,Crimson Tide (1995),Drama|Thriller|War
6,163,3.0,845553907,Desperado (1995),Action|Romance|Western
6,165,3.0,845553146,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
6,168,5.0,845553695,First Knight (1995),Action|Drama|Romance
6,185,3.0,845553283,"Net, The (1995)",Action|Crime|Thriller
6,208,3.0,845553253,Waterworld (1995),Action|Adventure|Sci-Fi
6,225,4.0,845553381,Disclosure (1994),Drama|Thriller
6,231,3.0,845553174,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
6,253,3.0,845553283,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
6,266,3.0,845553457,Legends of the Fall (1994),Drama|Romance|War|Western
6,288,2.0,845553283,Natural Born Killers (1994),Action|Crime|Thriller
6,292,4.0,845553253,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
6,293,3.0,845553660,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
6,296,2.0,845553110,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
6,316,5.0,845553174,Stargate (1994),Action|Adventure|Sci-Fi
6,317,4.0,845553457,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
6,318,5.0,845553200,"Shawshank Redemption, The (1994)",Crime|Drama
6,329,4.0,845553200,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
6,337,5.0,845553586,What's Eating Gilbert Grape (1993),Drama
6,339,4.0,845553253,While You Were Sleeping (1995),Comedy|Romance
6,344,3.0,845553146,Ace Ventura: Pet Detective (1994),Comedy
6,349,5.0,845553146,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
6,350,5.0,845553489,"Client, The (1994)",Drama|Mystery|Thriller
6,353,4.0,845553726,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
6,356,5.0,845553200,Forrest Gump (1994),Comedy|Drama|Romance|War
6,357,3.0,845553457,Four Weddings and a Funeral (1994),Comedy|Romance
6,364,5.0,845553317,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
6,367,4.0,845553317,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
6,368,5.0,845553726,Maverick (1994),Adventure|Comedy|Western
6,370,4.0,845553794,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
6,377,5.0,845553317,Speed (1994),Action|Romance|Thriller
6,380,4.0,845553110,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
6,410,3.0,845553354,Addams Family Values (1993),Children|Comedy|Fantasy
6,432,5.0,845553489,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
6,434,4.0,845553200,Cliffhanger (1993),Action|Adventure|Thriller
6,435,3.0,845553489,Coneheads (1993),Comedy|Sci-Fi
6,440,4.0,845553457,Dave (1993),Comedy|Romance
6,454,4.0,845553283,"Firm, The (1993)",Drama|Thriller
6,457,5.0,845553174,"Fugitive, The (1993)",Thriller
6,466,2.0,845553844,Hot Shots! Part Deux (1993),Action|Comedy|War
6,474,4.0,845553522,In the Line of Fire (1993),Action|Thriller
6,480,5.0,845553200,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
6,485,3.0,845553794,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
6,500,5.0,845553354,Mrs. Doubtfire (1993),Comedy|Drama
6,508,4.0,845553586,Philadelphia (1993),Drama
6,509,3.0,845553522,"Piano, The (1993)",Drama|Romance
6,520,3.0,845553844,Robin Hood: Men in Tights (1993),Comedy
6,527,3.0,845553426,Schindler's List (1993),Drama|War
6,539,3.0,845553426,Sleepless in Seattle (1993),Comedy|Drama|Romance
6,552,3.0,845553875,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
6,553,5.0,845553559,Tombstone (1993),Action|Drama|Western
6,587,5.0,845553381,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
6,588,5.0,845553146,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
6,589,3.0,845553317,Terminator 2: Judgment Day (1991),Action|Sci-Fi
6,590,5.0,845553109,Dances with Wolves (1990),Adventure|Drama|Western
6,592,3.0,845553109,Batman (1989),Action|Crime|Thriller
6,593,4.0,845553174,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
6,594,4.0,845553819,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
6,595,5.0,845553174,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
6,596,3.0,845554141,Pinocchio (1940),Animation|Children|Fantasy|Musical
6,597,4.0,845553354,Pretty Woman (1990),Comedy|Romance
6,608,3.0,845553844,Fargo (1996),Comedy|Crime|Drama|Thriller
6,708,4.0,845554376,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
6,736,5.0,845553619,Twister (1996),Action|Adventure|Romance|Thriller
6,780,5.0,845556915,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
6,1073,3.0,845555571,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
7,1,4.5,1106635946,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
7,50,4.5,1106635993,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
7,150,4.5,1106635925,Apollo 13 (1995),Adventure|Drama|IMAX
7,165,4.0,1106635987,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
7,260,5.0,1106635933,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
7,356,5.0,1106635915,Forrest Gump (1994),Comedy|Drama|Romance|War
7,380,3.0,1106635937,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
7,466,5.0,1106635532,Hot Shots! Part Deux (1993),Action|Comedy|War
7,480,5.0,1106635917,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
7,587,2.0,1106635714,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
7,588,3.0,1106635971,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
7,589,2.5,1106635940,Terminator 2: Judgment Day (1991),Action|Sci-Fi
7,592,3.0,1106635922,Batman (1989),Action|Crime|Thriller
7,593,5.0,1106635912,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
7,595,3.5,1106712636,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
7,648,4.0,1106635981,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
7,750,4.0,1106636810,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
